name,distance,stellar_magnitude,planet_type,discovery_year,mass_multiplier,mass_wrt,radius_multiplier,radius_wrt,orbital_radius,orbital_period,eccentricity,detection_method
HIP 74890 b,257.0,7.05,Gas Giant,2016,2.4,Jupiter,1.18,Jupiter,2.1,2.3,0.07,Radial Velocity
HIP 75056 A b,408.0,7.78,Gas Giant,2021,25.0,Jupiter,2.0,Jupiter,30.0,128.8,0.5,Direct Imaging
HIP 75092 b,266.0,7.11,Gas Giant,2021,1.79,Jupiter,1.2,Jupiter,2.02,2.5,0.42,Radial Velocity
HIP 78530 b,446.0,7.1691,Gas Giant,2010,23.0,Jupiter,1.07,Jupiter,740.0,12738.7,0.0,Direct Imaging
HIP 79098 AB b,476.0,5.86,Gas Giant,2019,20.5,Jupiter,1.08,Jupiter,345.0,3311.0,0.0,Direct Imaging
HIP 79431 b,47.0,11.394,Gas Giant,2009,2.1,Jupiter,1.19,Jupiter,0.36,0.30581793,0.29,Radial Velocity
HIP 8541 b,506.0,7.88,Gas Giant,2016,8.24857,Jupiter,1.12,Jupiter,3.736626,5.1,0.36,Radial Velocity
HIP 86221 b,96.0,9.25,Gas Giant,2021,0.71,Jupiter,1.25,Jupiter,0.031,0.006023272,0.09,Radial Velocity
HIP 90988 b,307.0,7.75,Gas Giant,2021,2.09892,Jupiter,1.19,Jupiter,1.359652,1.2476386,0.08,Radial Velocity
HIP 91258 b,150.0,8.65,Gas Giant,2013,1.09,Jupiter,1.23,Jupiter,0.06,0.013963039,0.02,Radial Velocity
HIP 94235 b,191.0,8.31,Neptune-like,2022,1.19247,Jupiter,0.268,Jupiter,0.0787,0.021081451,0.32,Transit
HIP 948 b,114.0,9.92,Gas Giant,2022,20.17031,Jupiter,1.08,Jupiter,14.91853,68.4,0.23,Radial Velocity
HIP 97166 b,215.0,9.92,Neptune-like,2021,20.0,Earth,0.244,Jupiter,0.089,0.028199865,0.16,Transit
HIP 97166 c,215.0,9.92,Neptune-like,2021,9.9,Earth,0.278,Jupiter,0.124,0.04599589,0.25,Radial Velocity
HIP 97233 b,334.0,7.34,Gas Giant,2014,20.13421,Jupiter,1.08,Jupiter,2.490819,2.9,0.63,Radial Velocity
HN Pegasi b,59.0,5.97707,Gas Giant,2006,21.9987,Jupiter,1.051,Jupiter,773.0,20692.2,0.0,Direct Imaging
HR 2562 b,111.0,6.11,Gas Giant,2016,30.0,Jupiter,1.11,Jupiter,20.3,80.3,0.0,Direct Imaging
HR 5183 b,103.0,6.33432,Gas Giant,2019,3.23,Jupiter,1.17,Jupiter,18.0,74.0,0.84,Radial Velocity
HR 810 b,56.0,5.4,Gas Giant,1999,2.27,Jupiter,1.19,Jupiter,0.92,0.82902116,0.14,Radial Velocity
HR 858 b,104.0,6.38,Super Earth,2019,5.0,Earth,2.085,Earth,0.048,0.009856262,0.3,Transit
HR 858 c,104.0,6.38,Super Earth,2019,4.42,Earth,1.939,Earth,0.0674,0.016427105,0.19,Transit
HR 858 d,104.0,6.38,Neptune-like,2019,5.32,Earth,2.164,Earth,0.1027,0.030663928,0.28,Transit
HR 8799 b,135.0,5.98,Gas Giant,2008,7.0,Jupiter,1.2,Jupiter,68.0,465.8,0.0,Direct Imaging
HR 8799 c,135.0,5.98,Gas Giant,2008,10.0,Jupiter,1.2,Jupiter,38.0,189.0,0.5,Direct Imaging
HR 8799 d,135.0,5.98,Gas Giant,2008,10.0,Jupiter,1.2,Jupiter,24.0,101.4,0.6,Direct Imaging
HR 8799 e,135.0,5.98,Gas Giant,2010,10.0,Jupiter,1.17,Jupiter,16.4,57.0,0.15,Direct Imaging
HU Aquarii AB b,627.0,16.183,Gas Giant,2011,5.9,Jupiter,1.14,Jupiter,3.6,6.5,0.0,Eclipse Timing Variations
HU Aquarii AB c,627.0,16.183,Gas Giant,2011,4.5,Jupiter,1.15,Jupiter,5.4,12.0,0.51,Eclipse Timing Variations
IC 4651 9122 b,2803.0,10.909,Gas Giant,2018,6.3,Jupiter,1.14,Jupiter,2.038,2.0,0.18,Radial Velocity
Iota Draconis b,102.0,3.29668,Gas Giant,2002,11.82,Jupiter,1.1,Jupiter,1.453,1.4,0.7,Radial Velocity
Iota Draconis c,102.0,3.29668,Gas Giant,2022,15.6,Jupiter,1.09,Jupiter,19.4,68.5,0.46,Radial Velocity
K2-100 b,616.0,10.651,Neptune-like,2016,21.8,Earth,0.346,Jupiter,0.0301,0.0046543465,0.0,Transit
K2-101 b,614.0,12.892,Super Earth,2016,4.66,Earth,2.0,Earth,0.1124,0.040246405,0.1,Transit
K2-102 b,614.0,13.083,Super Earth,2016,2.24,Earth,1.3,Earth,,0.027104722,0.1,Transit
K2-104 b,617.0,15.989,Super Earth,2016,3.86,Earth,1.79,Earth,0.0242,0.0054757018,0.09,Transit
K2-105 b,646.0,11.752,Neptune-like,2017,30.0,Earth,0.32,Jupiter,0.0833,0.022724163,0.0,Transit
K2-107 b,2235.0,13.012,Gas Giant,2017,0.84,Jupiter,1.426,Jupiter,0.0475,0.009034907,0.0,Transit
K2-108 b,1557.0,12.339,Gas Giant,2017,0.18689,Jupiter,0.476,Jupiter,0.0581,0.012867898,0.18,Transit
K2-10 b,888.0,12.429,Neptune-like,2015,27.0,Earth,0.343,Jupiter,0.137,0.05284052,0.31,Transit
K2-110 b,380.0,11.985,Super Earth,2017,16.7,Earth,0.228,Jupiter,0.1027,0.038056124,0.08,Transit
K2-111 b,654.0,11.13,Super Earth,2017,5.29,Earth,1.82,Earth,0.057,0.014784395,0.13,Transit
K2-111 c,654.0,11.13,Neptune-like,2020,11.3,Earth,0.301,Jupiter,0.1166,0.04298426,0.07,Radial Velocity
K2-113 b,2074.0,13.744,Gas Giant,2017,1.29,Jupiter,1.083,Jupiter,0.0642,0.015879534,0.0,Transit
K2-114 b,1552.0,14.55,Gas Giant,2017,2.01,Jupiter,0.932,Jupiter,0.0943,0.031211497,0.08,Transit
K2-115 b,1349.0,13.444,Gas Giant,2017,0.84,Jupiter,1.076,Jupiter,0.143,0.05557837,0.14,Transit
K2-116 b,161.0,10.8,Terrestrial,2017,0.257,Earth,0.69,Earth,0.048,0.012867898,0.06,Transit
K2-117 b,332.0,14.639,Super Earth,2017,4.78,Earth,2.03,Earth,0.0189,0.003559206,0.06,Transit
K2-117 c,332.0,14.639,Super Earth,2017,4.9,Earth,2.06,Earth,0.0492,0.014784395,0.15,Transit
K2-118 b,1049.0,14.0,Neptune-like,2017,6.99,Earth,0.227,Jupiter,0.245,0.13935661,0.2,Transit
K2-119 b,1193.0,14.818,Neptune-like,2017,6.94,Earth,0.226,Jupiter,0.0698,0.021081451,0.07,Transit
K2-11 b,1074.0,13.409,Gas Giant,2015,0.14,Jupiter,0.674,Jupiter,0.2257,0.10924025,0.0,Transit
K2-120 b,944.0,14.092,Super Earth,2017,4.7,Earth,2.01,Earth,0.078,0.026283368,0.14,Transit
K2-121 b,553.0,13.229,Gas Giant,2017,0.139,Jupiter,0.671,Jupiter,0.0629,0.014236824,0.22,Transit
K2-122 b,235.0,13.105,Super Earth,2017,1.65,Earth,1.16,Earth,0.0373,0.006023272,0.21,Transit
K2-123 b,527.0,14.781,Neptune-like,2017,8.05,Earth,0.246,Jupiter,0.1649,0.08487337,0.06,Transit
K2-124 b,458.0,16.692,Neptune-like,2017,8.75,Earth,0.259,Jupiter,0.049,0.017522246,0.08,Transit
K2-125 b,405.0,16.4,Neptune-like,2017,5.39,Earth,2.18,Earth,0.121,0.059685145,0.08,Transit
K2-126 b,336.0,12.759,Super Earth,2017,4.54,Earth,1.97,Earth,0.0656,0.020260096,0.06,Transit
K2-127 b,2316.0,15.041,Gas Giant,2017,0.167,Jupiter,0.747,Jupiter,0.0411,0.009856262,0.12,Transit
K2-128 b,374.0,12.58,Super Earth,2017,2.6,Earth,1.42,Earth,0.056,0.015605749,0.23,Transit
K2-129 b,91.0,13.639,Super Earth,2017,1.12,Earth,1.04,Earth,0.057,0.022450376,0.13,Transit
K2-12 b,1065.0,12.38,Neptune-like,2015,6.04,Earth,0.208,Jupiter,0.0802,0.022724163,0.0,Transit
K2-130 b,385.0,12.676,Super Earth,2017,2.1,Earth,1.25,Earth,0.032,0.0068446267,0.17,Transit
K2-131 b,497.0,12.129,Super Earth,2017,6.3,Earth,1.5,Earth,0.0095,0.0010951404,0.0,Transit
K2-132 b,1989.0,12.071,Gas Giant,2017,0.49,Jupiter,1.3,Jupiter,0.0916,0.025188226,0.29,Transit
K2-133 b,245.0,14.073,Super Earth,2017,2.36,Earth,1.34,Earth,0.03194,0.008487337,0.0,Transit
K2-133 c,245.0,14.073,Super Earth,2017,3.2,Earth,1.603,Earth,0.04341,0.013415469,0.0,Transit
K2-133 d,245.0,14.073,Super Earth,2017,4.67,Earth,2.003,Earth,0.07487,0.030116359,0.0,Transit
K2-133 e,245.0,14.073,Super Earth,2019,3.64,Earth,1.73,Earth,0.1346,0.07282683,0.0,Transit
K2-136 b,193.0,11.101,Terrestrial,2017,0.937,Earth,0.99,Earth,,0.021902807,0.1,Transit
K2-136 c,193.0,11.101,Neptune-like,2017,8.8,Earth,0.26,Jupiter,0.11728,0.047364816,0.13,Transit
K2-136 d,193.0,11.101,Super Earth,2017,2.7,Earth,1.45,Earth,,0.07008898,0.14,Transit
K2-137 b,323.0,15.94,Terrestrial,2017,0.5,Jupiter,0.64,Earth,0.0058,0.0005475702,0.0,Transit
K2-138 b,661.0,12.246,Super Earth,2017,3.1,Earth,1.51,Earth,0.03385,0.006570842,0.05,Transit
K2-138 c,661.0,12.246,Neptune-like,2017,6.31,Earth,0.205,Jupiter,0.04461,0.009856262,0.05,Transit
K2-138 d,661.0,12.246,Super Earth,2017,7.92,Earth,0.213,Jupiter,0.05893,0.014784395,0.04,Transit
K2-138 e,661.0,12.246,Neptune-like,2017,12.97,Earth,0.302,Jupiter,0.0782,0.022724163,0.08,Transit
K2-138 f,661.0,12.246,Terrestrial,2017,1.63,Earth,0.259,Jupiter,0.10447,0.03504449,0.06,Transit
K2-138 g,661.0,12.246,Neptune-like,2021,4.32,Earth,0.269,Jupiter,0.23109,0.114989735,0.06,Transit
K2-139 b,502.0,11.652,Gas Giant,2017,0.387,Jupiter,0.813,Jupiter,0.1796,0.07775496,0.12,Transit
K2-13 b,1117.0,12.882,Super Earth,2015,4.23,Earth,1.89,Earth,0.2114,0.10924025,0.0,Transit
K2-140 b,1135.0,12.727,Gas Giant,2017,0.93,Jupiter,1.21,Jupiter,0.068,0.018069815,0.0,Transit
K2-141 b,202.0,11.454,Super Earth,2018,5.08,Earth,1.51,Earth,0.00716,0.00082135526,0.0,Transit
K2-141 c,202.0,11.454,Neptune-like,2018,7.4,Earth,0.624,Jupiter,,0.021081451,0.0,Transit
K2-146 b,259.0,16.7,Super Earth,2018,5.77,Earth,2.05,Earth,0.0248,0.007118412,0.13,Transit
K2-146 c,259.0,16.7,Super Earth,2019,7.49,Earth,2.19,Earth,0.0327,0.0109514035,0.08,Transit
K2-147 b,295.0,14.044,Terrestrial,2018,0.315,Earth,0.73,Earth,0.0159,0.0027378509,0.0,Transit
K2-148 b,406.0,13.627,Super Earth,2018,2.33,Earth,1.33,Earth,0.0454,0.012046544,0.0,Transit
K2-148 c,406.0,13.627,Super Earth,2018,3.64,Earth,1.73,Earth,0.0616,0.01889117,0.0,Transit
K2-148 d,406.0,13.627,Super Earth,2018,3.33,Earth,1.64,Earth,0.0774,0.026830938,0.0,Transit
K2-149 b,403.0,14.543,Super Earth,2018,3.33,Earth,1.64,Earth,0.083,0.030937715,0.0,Transit
K2-14 b,1188.0,15.78,Neptune-like,2015,20.7,Earth,0.429,Jupiter,0.0627,0.022997946,0.14,Transit
K2-150 b,334.0,15.784,Super Earth,2018,4.66,Earth,2.0,Earth,0.0727,0.02902122,0.0,Transit
K2-151 b,227.0,14.175,Super Earth,2018,2.83,Earth,1.49,Earth,0.0373,0.010403832,0.0,Transit
K2-152 b,354.0,13.728,Neptune-like,2018,5.86,Earth,0.204,Jupiter,0.1716,0.08925393,0.0,Transit
K2-153 b,467.0,14.96,Super Earth,2018,4.66,Earth,2.0,Earth,0.0614,0.02053388,0.0,Transit
K2-154 b,422.0,13.861,Super Earth,2018,4.62,Earth,1.99,Earth,0.0405,0.010130048,0.0,Transit
K2-154 c,422.0,13.861,Super Earth,2018,4.94,Earth,2.07,Earth,0.0677,0.021902807,0.0,Transit
K2-155 b,237.0,12.773,Super Earth,2018,3.89,Earth,1.8,Earth,0.0562,0.017248461,0.0,Transit
K2-155 c,237.0,12.773,Neptune-like,2018,7.27,Earth,0.232,Jupiter,0.0946,0.038056124,0.0,Transit
K2-155 d,237.0,12.773,Super Earth,2018,4.27,Earth,1.9,Earth,0.1937,0.111430526,0.0,Transit
K2-156 b,490.0,13.4,Super Earth,2018,1.37,Earth,1.1,Earth,0.0149,0.0021902807,0.0,Transit
K2-157 b,973.0,12.942,Terrestrial,2018,0.972,Earth,1.0,Earth,,0.0010951404,0.0,Transit
K2-158 b,644.0,11.774,Neptune-like,2018,7.46,Earth,0.236,Jupiter,0.0887,0.027652293,0.0,Transit
K2-158 c,644.0,11.774,Super Earth,2018,2.18,Earth,1.28,Earth,0.0622,0.01615332,0.0,Transit
K2-159 b,558.0,11.995,Neptune-like,2018,5.73,Earth,0.202,Jupiter,0.1013,0.03394935,0.0,Transit
K2-15 b,1611.0,14.758,Neptune-like,2015,6.71,Earth,0.221,Jupiter,0.091,0.03230664,0.0,Transit
K2-160 b,1029.0,12.838,Neptune-like,2018,10.2,Earth,0.284,Jupiter,,0.010130048,0.0,Transit
K2-161 b,2989.0,12.718,Neptune-like,2018,31.1,Earth,0.546,Jupiter,,0.025462013,0.0,Transit
K2-162 b,406.0,12.278,Super Earth,2018,2.67,Earth,1.44,Earth,0.0795,0.026009582,0.0,Transit
K2-163 b,680.0,13.078,Neptune-like,2018,6.65,Earth,0.22,Jupiter,,0.0183436,0.0,Transit
K2-164 b,1225.0,11.352,Neptune-like,2018,10.6,Earth,0.29,Jupiter,,0.047638603,0.0,Transit
K2-165 b,439.0,11.332,Super Earth,2018,2.17,Earth,1.274,Earth,,0.006570842,0.0,Transit
K2-165 c,439.0,11.332,Super Earth,2018,3.03,Earth,1.554,Earth,,0.012046544,0.0,Transit
K2-165 d,439.0,11.332,Neptune-like,2018,7.5,Earth,0.236,Jupiter,,0.038603697,0.0,Transit
K2-166 b,1556.0,12.081,Neptune-like,2018,5.43,Earth,2.19,Earth,0.0858,0.023271732,0.0,Transit
K2-167 b,264.0,8.24,Neptune-like,2018,5.75,Earth,0.202,Jupiter,0.0999,0.027378507,0.41,Transit
K2-168 b,796.0,12.365,Super Earth,2018,4.12,Earth,1.86,Earth,,0.043531828,0.0,Transit
K2-169 b,769.0,12.23,Super Earth,2018,2.16,Earth,1.273,Earth,,0.017522246,0.0,Transit
K2-16 b,1093.0,14.668,Super Earth,2015,4.74,Earth,2.02,Earth,0.0667,0.020807665,0.0,Transit
K2-16 c,1093.0,14.668,Neptune-like,2015,6.99,Earth,0.227,Jupiter,0.1229,0.05229295,0.0,Transit
K2-170 b,1282.0,12.668,Super Earth,2018,2.6,Earth,1.418,Earth,,0.020807665,0.0,Transit
K2-170 c,1282.0,12.668,Super Earth,2018,3.9,Earth,1.802,Earth,,0.03394935,0.0,Transit
K2-171 b,1977.0,12.745,Neptune-like,2018,7.69,Earth,0.24,Jupiter,,0.015331964,0.0,Transit
K2-172 b,815.0,12.5,Super Earth,2018,3.42,Earth,1.666,Earth,,0.039151266,0.0,Transit
K2-172 c,815.0,12.5,Neptune-like,2018,10.4,Earth,0.286,Jupiter,,0.08104038,0.0,Transit
K2-173 b,746.0,12.523,Super Earth,2018,3.22,Earth,1.608,Earth,,0.01615332,0.0,Transit
K2-174 b,326.0,12.456,Neptune-like,2018,7.27,Earth,0.232,Jupiter,0.126,0.053661875,0.0,Transit
K2-175 b,807.0,10.836,Super Earth,2018,4.81,Earth,2.038,Earth,,0.026009582,0.0,Transit
K2-176 b,807.0,12.909,Super Earth,2018,2.83,Earth,1.491,Earth,,0.01451061,0.0,Transit
K2-177 b,1605.0,12.681,Neptune-like,2018,5.13,Earth,2.116,Earth,,0.03887748,0.0,Transit
K2-178 b,701.0,12.382,Neptune-like,2018,12.4,Earth,0.317,Jupiter,,0.023819301,0.0,Transit
K2-179 b,622.0,12.939,Neptune-like,2018,6.86,Earth,0.224,Jupiter,,0.014236824,0.0,Transit
K2-17 b,408.0,13.411,Neptune-like,2015,5.6,Earth,2.23,Earth,0.119,0.049281314,0.18,Transit
K2-180 b,665.0,12.557,Super Earth,2018,11.44182,Earth,0.225,Jupiter,0.0734,0.02436687,0.0,Transit
K2-181 b,1177.0,12.669,Neptune-like,2018,8.45,Earth,0.253,Jupiter,0.0706,0.01889117,0.0,Transit
K2-182 b,505.0,11.833,Neptune-like,2018,20.0,Earth,0.24,Jupiter,0.0526,0.012867898,0.04,Transit
K2-183 b,1073.0,12.867,Super Earth,2018,1.37,Earth,1.1,Earth,,0.0013689254,0.0,Transit
K2-183 c,1073.0,12.867,Neptune-like,2018,5.9,Earth,0.205,Jupiter,0.0932,0.02956879,0.0,Transit
K2-183 d,1073.0,12.867,Neptune-like,2018,5.9,Earth,0.205,Jupiter,0.1527,0.06187543,0.0,Transit
K2-184 b,247.0,10.345,Super Earth,2018,2.76,Earth,1.47,Earth,0.1685,0.046543464,0.0,Transit
K2-185 b,875.0,12.235,Super Earth,2018,1.6,Earth,1.15,Earth,,0.02902122,0.0,Transit
K2-185 c,875.0,12.235,Neptune-like,2018,6.3,Earth,0.213,Jupiter,,0.14428474,0.0,Transit
K2-186 b,1079.0,12.413,Neptune-like,2018,10.2,Earth,0.283,Jupiter,,0.11362081,0.0,Transit
K2-187 b,1079.0,13.102,Super Earth,2018,1.87,Earth,1.2,Earth,0.0164,0.0021902807,0.0,Transit
K2-187 c,1079.0,13.102,Super Earth,2018,2.54,Earth,1.4,Earth,0.0392,0.007939767,0.0,Transit
K2-187 d,1079.0,13.102,Neptune-like,2018,6.35,Earth,0.214,Jupiter,0.072,0.01943874,0.0,Transit
K2-187 e,1079.0,13.102,Super Earth,2018,4.27,Earth,1.9,Earth,0.1106,0.037234772,0.0,Transit
K2-188 b,1458.0,12.657,Super Earth,2018,2.39,Earth,1.35,Earth,0.0289,0.0046543465,0.0,Transit
K2-188 c,1458.0,12.657,Neptune-like,2018,8.4,Earth,0.252,Jupiter,0.0785,0.021355236,0.0,Transit
K2-189 b,790.0,12.398,Super Earth,2018,2.92,Earth,1.52,Earth,0.0361,0.007118412,0.0,Transit
K2-189 c,790.0,12.398,Neptune-like,2018,6.8,Earth,0.223,Jupiter,0.068,0.0183436,0.0,Transit
K2-18 b,124.0,13.477,Super Earth,2015,8.92,Earth,0.211,Jupiter,0.1429,0.09007529,0.2,Transit
K2-18 c,124.0,13.477,Neptune-like,2017,7.51,Earth,0.236,Jupiter,0.06,0.024640657,0.47,Radial Velocity
K2-190 b,524.0,11.138,Super Earth,2018,2.41,Earth,1.357,Earth,,0.027652293,0.0,Transit
K2-190 c,524.0,11.138,Super Earth,2018,1.34,Earth,1.093,Earth,,0.05913758,0.0,Transit
K2-191 b,937.0,13.329,Super Earth,2018,3.12,Earth,1.579,Earth,,0.007939767,0.0,Transit
K2-192 b,723.0,12.656,Super Earth,2018,2.92,Earth,1.52,Earth,0.049,0.011498973,0.0,Transit
K2-193 b,1344.0,13.341,Neptune-like,2018,14.8,Earth,0.352,Jupiter,0.1184,0.04052019,0.0,Transit
K2-194 b,2053.0,12.998,Neptune-like,2018,12.9,Earth,0.325,Jupiter,,0.108692676,0.0,Transit
K2-195 b,1028.0,12.524,Neptune-like,2018,9.96,Earth,0.279,Jupiter,0.1208,0.043531828,0.0,Transit
K2-195 c,1028.0,12.524,Neptune-like,2018,7.16,Earth,0.23,Jupiter,,0.078028746,0.0,Transit
K2-196 b,1908.0,12.241,Neptune-like,2018,12.6,Earth,0.321,Jupiter,,0.1322382,0.0,Transit
K2-197 b,808.0,12.199,Neptune-like,2018,7.08,Earth,0.228,Jupiter,0.0806,0.022997946,0.0,Transit
K2-198 b,361.0,10.971,Neptune-like,2018,16.3,Earth,0.374,Jupiter,,0.046543464,0.0,Transit
K2-198 c,361.0,10.971,Super Earth,2019,2.61,Earth,1.423,Earth,,0.009308693,0.0,Transit
K2-198 d,361.0,10.971,Neptune-like,2019,6.52,Earth,0.218,Jupiter,,0.02053388,0.0,Transit
K2-199 b,351.0,12.358,Super Earth,2018,6.9,Earth,1.73,Earth,0.0382,0.008761123,0.02,Transit
K2-199 c,351.0,12.358,Neptune-like,2018,12.4,Earth,0.254,Jupiter,0.0662,0.020260096,0.03,Transit
K2-19 b,945.0,13.024,Neptune-like,2015,32.4,Earth,0.624,Jupiter,0.074,0.02162902,0.2,Transit
K2-19 c,945.0,13.024,Neptune-like,2015,10.8,Earth,0.366,Jupiter,0.0971,0.032580424,0.21,Transit
K2-19 d,945.0,13.024,Super Earth,2016,10.0,Earth,1.11,Earth,0.0344,0.0068446267,0.0,Transit
K2-200 b,601.0,12.428,Super Earth,2018,2.43,Earth,1.364,Earth,,0.007665982,0.0,Transit
K2-201 b,646.0,12.168,Super Earth,2018,2.54,Earth,1.4,Earth,,0.003011636,0.0,Transit
K2-201 c,646.0,12.168,Neptune-like,2018,10.8,Earth,0.293,Jupiter,,0.062422995,0.0,Transit
K2-202 b,980.0,13.354,Neptune-like,2018,5.91,Earth,0.205,Jupiter,,0.009308693,0.0,Transit
K2-203 b,542.0,12.391,Super Earth,2018,2.45,Earth,1.371,Earth,,0.026557151,0.0,Transit
K2-204 b,1883.0,12.985,Neptune-like,2018,9.51,Earth,0.272,Jupiter,,0.01943874,0.0,Transit
K2-205 b,1322.0,12.45,Super Earth,2018,4.64,Earth,1.996,Earth,,0.07310062,0.0,Transit
K2-206 b,797.0,13.084,Neptune-like,2018,8.22,Earth,0.249,Jupiter,,0.050102666,0.0,Transit
K2-207 b,1184.0,13.175,Neptune-like,2018,7.3,Earth,0.232,Jupiter,,0.034223136,0.0,Transit
K2-208 b,838.0,12.577,Super Earth,2018,3.46,Earth,1.679,Earth,,0.011498973,0.0,Transit
K2-209 b,250.0,11.061,Terrestrial,2018,0.586,Earth,0.869,Earth,,0.0057494864,0.0,Transit
K2-210 b,576.0,11.535,Terrestrial,2018,0.566,Earth,0.86,Earth,,0.0016427105,0.0,Transit
K2-211 b,888.0,13.1547,Super Earth,2018,2.24,Earth,1.3,Earth,,0.0019164955,0.0,Transit
K2-212 b,356.0,12.977,Neptune-like,2018,7.51,Earth,0.236,Jupiter,0.0785,0.026830938,0.0,Transit
K2-213 b,1271.0,11.803,Super Earth,2018,2.9,Earth,1.514,Earth,,0.022176592,0.0,Transit
K2-214 b,981.0,11.806,Neptune-like,2018,6.48,Earth,0.217,Jupiter,0.0834,0.023545519,0.0,Transit
K2-215 b,1318.0,12.99,Neptune-like,2018,5.16,Earth,2.124,Earth,,0.022724163,0.0,Transit
K2-216 b,377.0,12.403,Super Earth,2018,8.0,Earth,1.75,Earth,0.028,0.006023272,0.0,Transit
K2-217 b,1246.0,12.264,Neptune-like,2018,12.5,Earth,0.319,Jupiter,,0.038603697,0.0,Transit
K2-218 b,1285.0,12.92,Neptune-like,2018,7.13,Earth,0.229,Jupiter,,0.023819301,0.0,Transit
K2-219 b,1061.0,12.09,Super Earth,2018,2.38,Earth,1.348,Earth,,0.010677618,0.0,Transit
K2-219 c,1061.0,12.09,Super Earth,2018,2.66,Earth,1.438,Earth,,0.0183436,0.0,Transit
K2-219 d,1061.0,12.09,Neptune-like,2018,7.16,Earth,0.23,Jupiter,,0.030390145,0.0,Transit
K2-21 b,273.0,12.851,Neptune-like,2015,4.04,Earth,1.84,Earth,0.076,0.025462013,0.1,Transit
K2-21 c,273.0,12.851,Super Earth,2015,6.76,Earth,0.222,Jupiter,0.107,0.042436685,0.21,Transit
K2-220 b,762.0,11.873,Neptune-like,2018,6.3,Earth,0.213,Jupiter,0.1104,0.037508555,0.0,Transit
K2-221 b,1040.0,12.571,Super Earth,2018,3.46,Earth,1.679,Earth,,0.006570842,0.0,Transit
K2-222 b,331.0,9.543,Neptune-like,2018,6.3,Earth,0.213,Jupiter,0.1211,0.042162903,0.0,Transit
K2-223 b,648.0,11.443,Terrestrial,2018,0.64,Earth,0.89,Earth,0.0127,0.0013689254,0.0,Transit
K2-223 c,648.0,11.443,Super Earth,2018,2.86,Earth,1.5,Earth,0.0549,0.012594113,0.0,Transit
K2-224 b,898.0,12.7,Super Earth,2018,3.05,Earth,1.56,Earth,0.0516,0.0123203285,0.0,Transit
K2-224 c,898.0,12.7,Neptune-like,2018,6.39,Earth,0.215,Jupiter,0.0886,0.027652293,0.0,Transit
K2-225 b,1167.0,11.836,Neptune-like,2018,12.0,Earth,0.311,Jupiter,0.134,0.043531828,0.0,Transit
K2-226 b,689.0,12.337,Super Earth,2018,2.99,Earth,1.54,Earth,0.0413,0.009034907,0.0,Transit
K2-227 b,611.0,12.015,Super Earth,2018,3.41,Earth,1.666,Earth,,0.037234772,0.0,Transit
K2-228 b,422.0,13.028,Super Earth,2018,1.92,Earth,1.21,Earth,0.0338,0.0073921974,0.0,Transit
K2-229 b,335.0,10.985,Super Earth,2018,2.49,Earth,1.0,Earth,0.0131,0.0016427105,0.0,Transit
K2-229 c,335.0,10.985,Super Earth,2018,21.3,Earth,2.03,Earth,0.0769,0.022724163,0.0,Transit
K2-22 b,795.0,15.565,Neptune-like,2015,1.4,Jupiter,0.205,Jupiter,0.009,0.0010951404,0.19,Transit
K2-230 b,1764.0,12.789,Super Earth,2018,4.5,Earth,1.96,Earth,0.0409,0.007939767,0.0,Transit
K2-231 b,1048.0,12.768,Neptune-like,2018,6.8,Earth,0.223,Jupiter,,0.03778234,0.0,Transit
K2-232 b,426.0,9.822,Gas Giant,2018,0.398,Jupiter,1.0,Jupiter,0.10356,0.030663928,0.26,Transit
K2-233 b,220.0,10.883,Super Earth,2018,11.26,Earth,1.343,Earth,0.03308,0.0068446267,0.08,Transit
K2-233 c,220.0,10.883,Super Earth,2018,12.81,Earth,1.281,Earth,0.06666,0.01943874,0.2002,Transit
K2-233 d,220.0,10.883,Super Earth,2018,21.14,Earth,0.21,Jupiter,0.15224,0.06680356,0.1999,Transit
K2-237 b,1028.0,11.602,Gas Giant,2018,1.363,Jupiter,1.445,Jupiter,0.03558,0.006023272,0.04,Transit
K2-238 b,1755.0,13.973,Gas Giant,2018,0.86,Jupiter,1.3,Jupiter,0.046,0.008761123,0.0,Transit
K2-239 b,101.0,14.632,Super Earth,2018,1.37,Earth,1.1,Earth,0.0441,0.014236824,0.0,Transit
K2-239 c,101.0,14.632,Terrestrial,2018,0.972,Earth,1.0,Earth,0.0576,0.021355236,0.0,Transit
K2-239 d,101.0,14.632,Super Earth,2018,1.37,Earth,1.1,Earth,0.0685,0.027652293,0.0,Transit
K2-240 b,238.0,13.372,Super Earth,2018,4.66,Earth,2.0,Earth,0.0513,0.016427105,0.0,Transit
K2-240 c,238.0,13.372,Super Earth,2018,3.89,Earth,1.8,Earth,0.1159,0.056125943,0.0,Transit
K2-241 b,488.0,11.97,Neptune-like,2018,7.04,Earth,0.227,Jupiter,0.1567,0.0733744,0.0,Transit
K2-242 b,356.0,16.414,Neptune-like,2018,6.99,Earth,0.227,Jupiter,0.0494,0.01779603,0.0,Transit
K2-243 b,871.0,10.971,Neptune-like,2018,5.35,Earth,2.17,Earth,0.1087,0.031485286,0.0,Transit
K2-243 c,871.0,10.971,Super Earth,2018,4.7,Earth,2.01,Earth,0.1817,0.068172485,0.0,Transit
K2-244 b,694.0,11.78,Super Earth,2018,3.71,Earth,1.75,Earth,0.1418,0.057768654,0.0,Transit
